team_id,t_original,club_id,club_name,final_name,final_team_name,final_club_name
40e392ed-2b81-46b2-adec-0748a0f81ea4,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
fd703bf7-aa1f-421d-9e0b-7d51f601d57b,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
d22fbdd7-c490-4a91-a9ff-1d0f0d68829e,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
9f09c34f-3c6d-43c6-9649-b62ed9b24d36,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
4cff315b-6822-42b5-ae2b-3e9aefa3f241,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
7acdd1ff-80fc-47fc-9b9f-139a56a31337,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
5f7ab2ba-29dd-4e46-b2fc-9575deece36d,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
d3ca80c1-05c4-4224-b261-0befc0a33437,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
6e45b83d-d6a7-43f3-a143-478ea00fbcb7,Podlasie Biała Podlaska.,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
fe94b860-ad9e-4ac9-b35c-fbb0936b07f0,Podlasie II Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie II Biała Podlaska,Podlasie II Biała Podlaska,Podlasie Biała Podlaska
3cc8e8f4-373c-400c-9184-74ee26007e60,Podlasie Biała Podlaska,fff11425-c571-40bd-a1da-6a5e99c843c0,MKS Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska,Podlasie Biała Podlaska
4ec555be-9274-44e4-b66b-7fbe5a6cae6e,GKS MORCINEK KACZYCE,ffeb710e-75d3-4d8e-abf6-2a84d2ddd32e,GÓRNICZY KLUB SPORTOWY KACZYCE,Morcinek Kaczyce,Morcinek II Kaczyce,Morcinek Kaczyce
35e3bf2f-5a73-4025-b12b-9b87b646253b,GKS MORCINEK KACZYCE,ffeb710e-75d3-4d8e-abf6-2a84d2ddd32e,GÓRNICZY KLUB SPORTOWY KACZYCE,Morcinek Kaczyce,Morcinek Kaczyce,Morcinek Kaczyce
f22c3475-a173-4b62-a265-3f6167b8024c,GKS MORCINEK KACZYCE,ffeb710e-75d3-4d8e-abf6-2a84d2ddd32e,GÓRNICZY KLUB SPORTOWY KACZYCE,Morcinek Kaczyce,Morcinek Kaczyce,Morcinek Kaczyce
e6ba0b02-6192-4424-9c88-b31370c21e73,GKS MORCINEK II KACZYCE,ffeb710e-75d3-4d8e-abf6-2a84d2ddd32e,GÓRNICZY KLUB SPORTOWY KACZYCE,Morcinek II Kaczyce,Morcinek II Kaczyce,Morcinek Kaczyce
d029f82d-1c6e-494c-8dce-809e60d2f88e,GKS MORCINEK KACZYCE,ffeb710e-75d3-4d8e-abf6-2a84d2ddd32e,GÓRNICZY KLUB SPORTOWY KACZYCE,Morcinek Kaczyce,Morcinek Kaczyce,Morcinek Kaczyce
127c8cb0-7540-4e6d-a383-c876bd551379,RED DEVILS CHOJNICE,ffe47be8-f36c-47be-abcb-7d304a56a0e6,RED DEVILS FUTSAL CLUB CHOJNICE,Red Devils Chojnice,Red Devils Chojnice,Red Devils Chojnice
32c4b143-2180-464c-a7f1-a74f5c70201a,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
65e32593-2683-4365-8a41-5c7d55f48e12,UKS RUCH II RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch II Radzionków,Ruch II Radzionków,Ruch Radzionków
2408fc50-cb5c-49c0-9223-a0919286e873,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
428e5b12-69ea-4dc8-92f8-ee0d394f3fb0,UKS RUCH II RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch II Radzionków,Ruch II Radzionków,Ruch Radzionków
e49b1d88-96b0-49b5-ad1e-dfcb601b5f70,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
618a567c-f565-4c05-b473-4d18fb2f5167,UKS RUCH II RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch II Radzionków,Ruch II Radzionków,Ruch Radzionków
0ef158e2-83cf-4d71-8dd7-a6651a47390a,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
1e152c66-8f5c-4893-a1c6-1b1814e59356,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
290b333c-7f69-43e3-96b7-0e06d299b715,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
4021fa87-36dd-4aff-870d-25b72254d0e2,UKS RUCH III RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch III Radzionków,Ruch III Radzionków,Ruch Radzionków
7349bc3a-660c-4def-9277-ec26105544e6,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
ceafc1c7-7cbb-4c9c-b2b2-7c308bcffa1a,UKS RUCH RADZIONKÓW,ffb44a1c-b1b1-4510-b67b-2ab3b769c489,"UCZNIOWSKI KLUB SPORTOWY ""RUCH"" RADZIONKÓW",Ruch Radzionków,Ruch Radzionków,Ruch Radzionków
822b1557-c330-42b9-ab1a-07b2d766ac7e,Świerzowa,ffa872c5-a8a5-4162-8d3d-0ddfefdc507f,Świerzowa LKS Jasiołka,Jasiołka Świerzowa,Jasiołka Świerzowa,Jasiołka Świerzowa
c0df62f3-c759-4f96-8a32-34855dffdd58,MKS BRENNA - GÓRKI,ff9080dd-5ce7-481b-8d75-75089ded194c,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,Brenna Górki,Brenna Górki
10e86ec1-ce9a-4a1a-a1dc-dc27420a6534,MKS BRENNA - GÓRKI,ff9080dd-5ce7-481b-8d75-75089ded194c,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,Brenna Górki,Brenna Górki
ddbc08bb-a0d1-4d99-b81a-3ca09839a01b,MKS BRENNA - GÓRKI II,ff9080dd-5ce7-481b-8d75-75089ded194c,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI II,Brenna II Górki,Brenna Górki
c33e0356-9465-4c43-b79f-2838a67e44b8,MKS BRENNA - GÓRKI,ff9080dd-5ce7-481b-8d75-75089ded194c,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,MŁODZIEŻOWY KLUB SPORTOWY BRENNA - GÓRKI,Brenna Górki,Brenna Górki
993538d3-cc37-4f45-a05f-dbac8eec83fd,WIERCHY PASIERBIEC,ff459932-4e7c-40ad-be8d-1639d89d58c5,WIERCHY PASIERBIEC,Wierchy Pasierbiec,Wierchy Pasierbiec,Wierchy Pasierbiec
8a80b5a7-2215-4a38-9cb8-f5954413f049,WIERCHY PASIERBIEC,ff459932-4e7c-40ad-be8d-1639d89d58c5,WIERCHY PASIERBIEC,Wierchy Pasierbiec,Wierchy Pasierbiec,Wierchy Pasierbiec
817b684f-cbe0-481f-9c68-d158ae5df188,UKS DRAGON RUDOŁOWICE,ff3870da-deb5-4af7-9ac0-cfc9962af989,UCZNIOWSKI KLUB SPORTOWY DRAGON RUDOŁOWICE,UCZNIOWSKI KLUB SPORTOWY DRAGON RUDOŁOWICE,Dragon Rudołowice,Dragon Rudołowice
367442f7-41eb-43da-9566-b7c44e155899,Piast Złotniki Kujawskie,ff2d956c-9a76-43c0-b4d8-52633c911f75,"GMINNY LUDOWY KLUB SPORTOWY ""PIAST""",Piast Złotniki Kujawskie,Piast Złotniki Kujawskie,Piast Złotniki Kujawskie
4088c898-ada7-4ac4-9d39-9a1f8fb4ceb1,Piast Złotniki Kujawskie,ff2d956c-9a76-43c0-b4d8-52633c911f75,"GMINNY LUDOWY KLUB SPORTOWY ""PIAST""",Piast Złotniki Kujawskie,Piast Złotniki Kujawskie,Piast Złotniki Kujawskie
cab1ffae-ef5b-4c23-89d8-9bb4592ffb38,Piast Złotniki Kujawskie,ff2d956c-9a76-43c0-b4d8-52633c911f75,"GMINNY LUDOWY KLUB SPORTOWY ""PIAST""",Piast Złotniki Kujawskie,Piast Złotniki Kujawskie,Piast Złotniki Kujawskie
63cf837d-a026-46c3-b14f-8743b3bcdfcd,Żurawianka Żurawica,ff1004a2-759b-4b9b-b483-13002da2d4c8,Żurawianka Żurawica,Żurawianka Żurawica,Żurawianka Żurawica,Żurawianka Żurawica
f89591a7-5d9d-4aed-8a42-28ed129fa551,Żurawianka Żurawica,ff1004a2-759b-4b9b-b483-13002da2d4c8,Żurawianka Żurawica,Żurawianka Żurawica,Żurawianka Żurawica,Żurawianka Żurawica
22557335-19dc-47e2-9442-85b116cd13a6,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
25a84fa3-b6b7-4621-8a39-46c3aef0b00c,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
441e278a-82e6-4f57-956b-4d44850197a1,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
eeeec132-b5c8-4307-8c51-ed7f043c3741,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
d959f953-85f9-403a-8b50-7ac0cd997569,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
fd3f9814-e923-4975-a94b-658712bb1a29,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
7505425b-8e8c-46ed-8edc-59321df45c68,KS GKS JASTRZĘBIE S.A. II,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA II,GKS II Jastrzębie,GKS Jastrzębie
a5bc7724-d6ac-4d76-a0db-265567839a34,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
5cb736e3-d927-4d2f-a647-053147e4f66a,KS GKS JASTRZĘBIE S.A. II,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA II,GKS II Jastrzębie,GKS Jastrzębie
4d3318a6-73b4-4406-8945-252758aba05f,GKS GKS JASTRZĘBIE S.A. II,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA II,GKS II Jastrzębie,GKS Jastrzębie
e869b1c8-07dc-4757-9521-83d4e2500dea,KS GKS JASTRZĘBIE S.A. II,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA II,GKS II Jastrzębie,GKS Jastrzębie
787fd635-43ef-4439-9bc4-0ee7cfedb644,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
a80be514-2499-48fa-b3f9-6ab7210173e9,KS GKS JASTRZĘBIE S.A.,ff0668e7-d943-4331-9ee6-d9385813ba4b,KLUB SPORTOWY GKS JASTRZĘBIE SPÓŁKA AKCYJNA,GKS Jastrzębie,GKS Jastrzębie,GKS Jastrzębie
3caa5852-53ee-4cfb-94d0-7d483bb4187f,UKS AP CHAMPIONS ŚWIEBODZICE,ff04ff7c-49bc-45e4-8ea8-cf0e2377afa0,UKS AKADEMIA PIŁKARSKA CHAMPIONS ŚWIEBODZICE,UKS AKADEMIA PIŁKARSKA CHAMPIONS ŚWIEBODZICE,AP Champions Świebodzice,AP Champions Świebodzice
0e6566ce-aceb-4706-8d93-d24fec41d460,Zawisza Garbów,fefc2c37-fafc-4350-88e8-1e7e4a43d750,GTS ZAWISZA Garbów,Zawisza Garbów,Zawisza Garbów,Zawisza Garbów
055d5e17-9649-4659-a2f6-e53fae5db58a,Zawisza Garbów,fefc2c37-fafc-4350-88e8-1e7e4a43d750,GTS ZAWISZA Garbów,Zawisza Garbów,Zawisza Garbów,Zawisza Garbów
0f9d8f47-f0f2-44c9-9680-08bcfa956021,KS 1920 Mosina,fefb6a47-7065-423a-b6c3-818f2cf75403,KS 1920 Mosina,KS 1920 Mosina,KS 1920 Mosina,KS 1920 Mosina
6f2cab8c-7d63-49a0-bf32-e2e6fa992a3b,KS 1920 Mosina,fefb6a47-7065-423a-b6c3-818f2cf75403,KS 1920 Mosina,KS 1920 Mosina,KS 1920 Mosina,KS 1920 Mosina
a3d2c98a-0cdb-4ad1-872a-eda6829e0b8a,KS 1920 Mosina,fefb6a47-7065-423a-b6c3-818f2cf75403,KS 1920 Mosina,KS 1920 Mosina,KS 1920 Mosina,KS 1920 Mosina
3022c739-e088-4a4e-ad5d-6c5d80a8d179,POGOŃ Nowe Skalmierzyce,fef0367d-9e51-48bc-9c34-b6c1313d3fb4,KS POGOŃ Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce
890149c5-00cd-4419-8159-0a279a50a856,POGOŃ Nowe Skalmierzyce,fef0367d-9e51-48bc-9c34-b6c1313d3fb4,KS POGOŃ Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce
45fb8229-5cce-48d9-8515-2054ed21d521,POGOŃ Nowe Skalmierzyce,fef0367d-9e51-48bc-9c34-b6c1313d3fb4,KS POGOŃ Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce
aa91780d-c996-4876-b1ff-3bc347671cac,POGOŃ Nowe Skalmierzyce,fef0367d-9e51-48bc-9c34-b6c1313d3fb4,KS POGOŃ Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce
4244046a-ae78-4f62-9978-1cea796f7224,POGOŃ Nowe Skalmierzyce,fef0367d-9e51-48bc-9c34-b6c1313d3fb4,KS POGOŃ Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce,Pogoń Nowe Skalmierzyce
aa8c9f52-bcaf-42f6-a634-900c62a3efd3,MEWA Resko,fed65fcf-d1a2-4d1e-a709-173d8b5c3ecb,LKS Mewa Resko,Mewa Resko,Mewa Resko,Mewa Resko
d8ce4445-aba6-4504-bde6-4df042b8e07c,MEWA Resko,fed65fcf-d1a2-4d1e-a709-173d8b5c3ecb,LKS Mewa Resko,Mewa Resko,Mewa Resko,Mewa Resko
ada93d9b-6481-437c-8e62-a71480084ea6,RAVEN SOCCER SCHOOL II BRZEG,fed47837-ac48-4884-afaa-e1c7a5f8609d,FUNDACJA RAVEN BRZEG,Raven Soccer School II Brzeg,Raven II Soccer School Brzeg,Raven Soccer School Brzeg
0d801f43-7b19-49ba-b4d5-6adfe7e827ed,RAVEN SOCCER SCHOOL BRZEG,fed47837-ac48-4884-afaa-e1c7a5f8609d,FUNDACJA RAVEN BRZEG,Raven Soccer School Brzeg,Raven Soccer School Brzeg,Raven Soccer School Brzeg
c74083c4-0a48-44cc-8e45-7c39a330ddb7,RAVEN SOCCER SCHOOL III BRZEG,fed47837-ac48-4884-afaa-e1c7a5f8609d,FUNDACJA RAVEN BRZEG,Raven Soccer School III Brzeg,Raven Soccer School III Brzeg,Raven Soccer School Brzeg
b986e960-f9e9-411e-83a2-328d56e015d9,RAVEN SOCCER SCHOOL I BRZEG,fed47837-ac48-4884-afaa-e1c7a5f8609d,FUNDACJA RAVEN BRZEG,Raven Soccer School I Brzeg,Raven Soccer School Brzeg,Raven Soccer School I Brzeg
92cfb71d-1525-4577-bca0-1c7d9e4927ed,Promna,febab4ea-e846-4d85-96f9-f3a7f1f98a66,LKS Promna,Promna,LKS Promna,LKS Promna
2980f1ac-ac51-46bb-8c02-d90404bc92d4,Kryształ Glinojeck,feb88490-11f0-4969-b0d4-59712537f65c,MKS Kryształ Glinojeck,Kryształ Glinojeck,Kryształ Glinojeck,Kryształ Glinojeck
aa9feba7-3126-4720-8f19-0aa76f77775b,Kryształ Glinojeck,feb88490-11f0-4969-b0d4-59712537f65c,MKS Kryształ Glinojeck,Kryształ Glinojeck,Kryształ Glinojeck,Kryształ Glinojeck
8f2fdb22-58c4-401c-9dbf-05a61276e311,TS APIS JĘDRZYCHOWICE,feac1287-2764-490f-b5d3-b411fd050227,TOWARZYSTWO SPORTOWE APIS JĘDRZYCHOWICE,Apis Jędrzychowice,Apis Jędrzychowice,Apis Jędrzychowice
1dbfb266-2e56-43c4-b25f-22aac17d4232,LKS PŁOMIEŃ CZARNY LAS,fea93bb8-a858-4479-bab0-47f62c57a7cf,"LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" CZARNY LAS",LKS Płomień Czarny Las,LKS Płomień Czarny Las,LKS Płomień Czarny Las
aec339ae-2c28-48f7-9800-476b16ccd2be,LKS PŁOMIEŃ CZARNY LAS,fea93bb8-a858-4479-bab0-47f62c57a7cf,"LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" CZARNY LAS",LKS Płomień Czarny Las,LKS Płomień Czarny Las,LKS Płomień Czarny Las
8fbb3b76-6eac-4a2b-90d2-41cb8d610971,LKS PŁOMIEŃ CZARNY LAS,fea93bb8-a858-4479-bab0-47f62c57a7cf,"LUDOWY KLUB SPORTOWY ""PŁOMIEŃ"" CZARNY LAS",LKS Płomień Czarny Las,LKS Płomień Czarny Las,LKS Płomień Czarny Las
9adb1820-d423-4bcb-81a7-709d5e904e15,STANISŁAWIANKA STANISŁAW,fe8786f6-5bcf-4868-a48b-6ed87850cf55,LUDOWY KLUB SPORTOWY STANISŁAWIANKA STANISŁAW,Stanisławianka Stanisław,Stanisławianka Stanisław,Stanisławianka Stanisław
97998c09-e089-43aa-a0e4-710ae349753f,STANISŁAWIANKA STANISŁAW D,fe8786f6-5bcf-4868-a48b-6ed87850cf55,LUDOWY KLUB SPORTOWY STANISŁAWIANKA STANISŁAW,Stanisławianka Stanisław,Stanisławianka Stanisław,Stanisławianka Stanisław
caf6af1d-491e-473b-b4c1-e06cf2ec5726,Tur Turze Rogi,fe789c6b-a953-4dab-944d-deecb887ee58,LZS TUR Turze Rogi,Tur Turze Rogi,Tur Turze Rogi,Tur Turze Rogi
b410a491-6e09-4c9c-aae4-37508b787dd6,GKS LZS Wikielec,fe67f823-69e7-4a32-aed6-7026560802b3,GKS LZS Wikielec,LZS Wikielec,LZS Wikielec,LZS Wikielec
eb91939c-0602-4668-9341-d3259d8cbb78,GKS LZS Wikielec,fe67f823-69e7-4a32-aed6-7026560802b3,GKS LZS Wikielec,LZS Wikielec,LZS Wikielec,LZS Wikielec
2e4de416-8b33-4187-93d1-52c91ed3223a,GKS LZS Wikielec,fe67f823-69e7-4a32-aed6-7026560802b3,GKS LZS Wikielec,LZS Wikielec,LZS Wikielec,LZS Wikielec
ade04ebf-44d4-4b94-b94d-4c00b6196116,GKS LZS Wikielec,fe67f823-69e7-4a32-aed6-7026560802b3,GKS LZS Wikielec,LZS Wikielec,LZS Wikielec,LZS Wikielec
4a294ce0-69c7-49ea-a183-971db36bce2f,KS LZS Kębłowo,fe67ed0a-acd7-4089-ab5a-5e2cab7bb32d,KS LZS KĘBŁOWO,LZS Kębłowo,LZS Kębłowo,LZS Kębłowo
9bfdd4f4-9ef3-480f-a181-611c10bc802e,KS LZS Kębłowo,fe67ed0a-acd7-4089-ab5a-5e2cab7bb32d,KS LZS KĘBŁOWO,LZS Kębłowo,LZS Kębłowo,LZS Kębłowo
c280f378-2115-4a54-bda3-5bd6bb011c32,SKP SŁUBICE,fe472dfd-ee42-46b7-99df-5b3960711266,SKP SŁUBICE,SKP SŁUBICE,SKP Słubice,SKP Słubice
e2b4e7d9-c2ef-4b31-a294-ebeca2ca300a,GKS Tygrys Huta Mińska,fe35f8fa-7e45-49ed-9469-33c6120bd6ee,GKS TYGRYS HUTA MIŃSKA,Tygrys Huta Mińska,Tygrys Huta Mińska,Tygrys Huta Mińska
0e85daed-551f-4b58-891b-f3d08cbdc0fb,POGOŃ SYCÓW,fe021f5c-4893-4469-a988-ee7bd980c07f,POGOŃ SYCÓW,Pogoń Syców,Pogoń Syców,Pogoń Syców
29eaf74f-59c4-41a7-b961-bf0a94f69643,Piliczanka Pilica,fdf91f66-5772-4f36-a80a-ac4ea0683a55,GmInno-Miejski Ludowy Klub Sportowy Piliczanka,Piliczanka Pilica,Piliczanka Pilica,Piliczanka Pilica
b9229d5e-fe3a-4335-bdc2-b63d0bbe7acf,Piliczanka Pilica,fdf91f66-5772-4f36-a80a-ac4ea0683a55,GmInno-Miejski Ludowy Klub Sportowy Piliczanka,Piliczanka Pilica,Piliczanka Pilica,Piliczanka Pilica
ee5833eb-4d2d-4d8e-abfd-430daa5748e8,LUKS SP UJAZD,fdf8e182-0d76-424c-9be0-9aa736d87a83,LUKS SZKÓŁKA PIŁKARSKA UJAZD,Sp Ujazd,LUKS SP Ujazd,LUKS SP Ujazd
a40bebc6-8e5c-44dd-a679-458670e1f444,LUKS SP UJAZD,fdf8e182-0d76-424c-9be0-9aa736d87a83,LUKS SZKÓŁKA PIŁKARSKA UJAZD,Sp Ujazd,LUKS SP Ujazd,LUKS SP Ujazd
01bc827f-ab92-42e2-96a0-b618c7f22cd2,ŁAGOSZOVIA ŁAGOSZÓW,fdf41dd4-81b3-4327-955f-0988de4936e5,KS ŁAGOSZOVIA ŁAGOSZÓW,Łagoszovia Łagoszów,Łagoszovia Łagoszów,Łagoszovia Łagoszów
415a2c0c-a413-4a40-80fd-25217076e0ec,Kotan Ozorków,fdd604a0-6c95-4bd4-afd4-83c1b9a46710,KP Kotan Ozorków,Kotan Ozorków,Kotan Ozorków,Kotan Ozorków
71703c14-0a0a-4848-b708-61b23de99c4f,Kotan Ozorków (Liga B2 Juniorki U-16 Dz),fdd604a0-6c95-4bd4-afd4-83c1b9a46710,KP Kotan Ozorków,Kotan Ozorków,Kotan Ozorków,Kotan Ozorków
49515464-fa37-40b3-b31b-485d495f4bd8,Kotan Ozorków,fdd604a0-6c95-4bd4-afd4-83c1b9a46710,KP Kotan Ozorków,Kotan Ozorków,Kotan Ozorków,Kotan Ozorków
b4ae5f48-0ab0-48ba-b837-ab48eade8394,GKS Siemkowice,fdaeee6b-38c8-4b38-a731-77e48e3552db,GKS Siemkowice,GKS Siemkowice,GKS Siemkowice,GKS Siemkowice
a538520f-7848-4c8d-b27e-31876c35d717,GKS Siemkowice,fdaeee6b-38c8-4b38-a731-77e48e3552db,GKS Siemkowice,GKS Siemkowice,GKS Siemkowice,GKS Siemkowice
79f22b1c-a51a-40ec-afd3-e56b47d5ef8d,LZS Siedlików,fd9c72ab-f372-4e31-bd35-b5da925ebf8a,LZS Siedlików,LZS Siedlików,LZS Siedlików,LZS Siedlików
5fcf659f-538c-4281-ae86-719b34714f02,UKS LOTNISKO MODLIN,fd6f02c1-0db2-4cd6-b5bf-1b3bbb314e19,"Uczniowski Klub Sportowy ""LOTNISKO MODLIN""",Lotnisko Modlin,Lotnisko Modlin,Lotnisko Modlin
60babeaa-77fe-40e1-90e5-e1f9eea818ad,ENERGETYK JUNIOR Gryfino,fd613c90-1d88-476e-9869-4a285e19247d,Uczniowski Klub Sportowy Energetyk Junior Gryfino,Energetyk Junior Gryfino,Energetyk Junior Gryfino,Energetyk Junior Gryfino
