team_id,t_original,club_id,club_name,final_name,final_team_name,final_club_name
b3e69c77-8563-4c96-8f22-e3d242ade1b9,KP KSZO 1929 III Ostrowiec Św.,599c08f8-638c-4fb2-ab57-d63ef9722260,KP KSZO 1929 Ostrowiec Św.,KSZO 1929 III Ostrowiec Św,KSZO III 1929 Ostrowiec Świętokrzyski,KSZO I1929 Ostrowiec Świętokrzyski
18c1d76d-348a-4ad6-8c36-ecc85626a03f,KP KSZO 1929 II Ostrowiec Św.,599c08f8-638c-4fb2-ab57-d63ef9722260,KP KSZO 1929 Ostrowiec Św.,KSZO 1929 II Ostrowiec Św,KSZO 1929 II Ostrowiec Świętokrzyski,KSZO 1929 Ostrowiec Świętokrzyski
8d0f66ae-6634-40e0-b302-612def6188e4,KP KSZO 1929 I Ostrowiec Św.,599c08f8-638c-4fb2-ab57-d63ef9722260,KP KSZO 1929 Ostrowiec Św.,KSZO 1929 I Ostrowiec Św,KSZO 1929 Ostrowiec Świętokrzyski,KSZO 1929 Ostrowiec Świętokrzyski
fc847a96-a097-4da5-8db8-6250e49ff2a5,KP KSZO 1929 II Ostrowiec Św.,599c08f8-638c-4fb2-ab57-d63ef9722260,KP KSZO 1929 Ostrowiec Św.,KSZO 1929 II Ostrowiec Św,KSZO 1929 II Ostrowiec Świętokrzyski,KSZO 1929 Ostrowiec Świętokrzyski
696799a7-a627-423a-9b86-fc45af1b6f63,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
00952d37-d4ab-427e-877a-6910c8302d9e,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
549c6392-78c9-481e-9e64-fa7e2e267ad1,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
5dd5e0f0-47fa-4ad3-8aab-ed3b8721dfd6,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
18e3879b-298a-412f-ac3c-a117724b0dd3,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
feccbb7f-714a-4e65-b264-6817239824fa,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
02ec94f7-3b9c-4109-9499-6d53322def76,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
3beba44c-97cc-439d-ac69-b883efce61b7,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
8aa84427-9609-455b-b410-bbf90dd9a577,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
091a8920-cf12-42a3-9ae7-a61567c9ba90,KKS CZARNI SOSNOWIEC,59821f91-f2fe-4291-bd73-7509078aa4cc,"KOLEJOWY KLUB SPORTOWY ""CZARNI"" SOSNOWIEC",Czarni Sosnowiec,Czarni Sosnowiec,Czarni Sosnowiec
